Adm_Year,Gender,Age,HSC_Pass_Year,Program,Merit_Scholarship,Uni_Transport,Learn_Mode,Smartphone,PC,Eng_Proficiency,Probation,Suspension,Do you attend in teacher consultancy for any kind of academical problems? ,Relationship,CoCurricular,Living_Arrangement,Health_Issues,Physical_Disabilities,Target,Curr_Sem1,Study_Hours1,Study_Sessions1,SM_Hours1,Avg_Attendance1,Skills1,Skill_Dev_Hours1,Interest_Area1,Prev_SGPA1,Curr_CGPA1,Completed_Credits1,Diploma,Family_Income1
2021,Female,20,2020,BCSE,No,No,Online,Yes,Yes,Advance,No,No,Yes,In a relationship,No,Family,No,No,Poor,9,2,1,6,90,Machine Learning,2,Software,2.44,3.88,132,FALSE,71000
2022,Male,20,2021,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,No,Married,Yes,Family,No,No,Poor,6,4,2,3,68,Networking,4,Hardware,1.56,2.63,70,FALSE,74000
2020,Female,21,2019,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,In a relationship,No,Bachelor,Yes,No,Poor,10,6,4,4,80,Networking,4,Hardware,2.21,3.21,145,FALSE,75000
2020,Male,20,2020,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,In a relationship,No,Bachelor,No,No,Average,11,1,3,3,100,Networking,1,Hardware,2.61,3.68,143,FALSE,75000
2021,Female,24,2019,BCSE,No,No,Offline,Yes,Yes,Basic,No,No,Yes,In a relationship,No,Bachelor,No,No,Poor,10,3,3,2,100,Artificial Intelligence,2,Data Science,2.41,3.5,136,FALSE,76000
2021,Female,20,2020,BCSE,No,No,Online,Yes,Yes,Advance,Yes,No,No,Single,Yes,Family,No,No,Poor,9,2,3,3,100,Cyber security,2,Data Science,1.57,2.66,121,FALSE,76000
2021,Male,20,2020,BCSE,Yes,No,Offline,Yes,Yes,Advance,Yes,No,Yes,In a relationship,Yes,Bachelor,No,No,Average,9,4,1,2,100,Machine Learning,2,Data Science,2.73,3.8,121,FALSE,76000
2020,Male,22,2020,BCSE,No,No,Offline,Yes,Yes,Advance,Yes,No,Yes,Married,No,Family,Yes,No,Average,9,2,1,2,100,Networking,4,Hardware,2.87,3.93,121,FALSE,76000
2022,Male,20,2021,BCSE,No,No,Online,Yes,Yes,Intermediate,No,No,No,Single,No,Bachelor,No,No,Poor,5,3,2,3,100,Networking,3,Hardware,1.56,2.66,71,FALSE,76000
2022,Male,25,2018,BCSE,No,No,Online,Yes,Yes,Advance,No,No,No,Single,No,Bachelor,Yes,No,Poor,6,3,2,8,100,Programming,3,UI/UX,2.87,3.98,143,FALSE,77000
2021,Male,23,2019,BCSE,No,No,Online,Yes,Yes,Advance,No,No,No,Single,No,Bachelor,No,No,Poor,8,3,1,7,89,Machine Learning,1,Data Science,1.79,2.85,104,FALSE,77000
2019,Male,21,2019,BCSE,Yes,No,Online,Yes,Yes,Advance,No,No,No,Single,No,Family,No,No,Average,10,7,3,3,100,Programming,2,UI/UX,2.88,3.93,139,FALSE,77000
2020,Female,22,2019,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,No,In a relationship,No,Bachelor,Yes,No,Average,9,4,2,2,100,Artificial Intelligence,1,Data Science,2.78,3.84,120,FALSE,77000
2021,Female,22,2020,BCSE,Yes,No,Online,Yes,Yes,Basic,No,No,No,In a relationship,Yes,Family,Yes,Yes,Poor,6,1.5,1,4,98,Cyber security,3,Hardware,2.36,3.19,70,FALSE,77000
2020,Female,21,2020,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Family,No,No,Poor,7,3,2,4,100,Machine Learning,3,Software,2.03,3.15,65,FALSE,78000
2018,Female,25,2018,BCSE,Yes,No,Offline,Yes,Yes,Basic,Yes,No,Yes,Single,Yes,Bachelor,No,No,Average,11,5,3,1,78,Artificial Intelligence,4,nan,2.83,3.9,143,FALSE,79000
2020,Female,20,2019,BCSE,Yes,No,Offline,Yes,Yes,Advance,No,No,No,Single,Yes,Family,No,No,Poor,7,5,3,4,100,Networking,1,UI/UX,2.44,3.78,88,FALSE,79000
2021,Male,20,2020,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Family,No,No,Poor,7,5,3,5,50,Web development skill(Backend),3,UI/UX,1.66,2.99,97,FALSE,79000
2019,Male,21,2018,BCSE,No,Yes,Offline,Yes,Yes,Advance,No,No,No,Single,Yes,Family,No,No,Average,10,6,4,3,80,Cyber security,2,UI/UX,2.54,3.76,126,FALSE,80000
2020,Female,22,2019,BCSE,Yes,No,Online,Yes,Yes,Intermediate,No,No,No,Single,No,Family,No,No,Average,11,2,1,4,99,Programming,1,Hardware,2.79,3.59,125,FALSE,80000
2019,Male,20,2019,BCSE,No,No,Offline,Yes,Yes,Basic,Yes,Yes,Yes,In a relationship,No,Bachelor,No,No,Poor,11,2,1,6,77,Cyber security,2,Hardware,1.55,2.67,144,FALSE,80000
2021,Male,21,2020,BCSE,No,No,Offline,Yes,Yes,Advance,Yes,No,No,Single,No,Family,Yes,No,Poor,8,4,2,2,100,Networking,2,Data Science,1.25,2.57,101,FALSE,80000
2020,Female,20,2020,BCSE,No,No,Offline,Yes,Yes,Advance,No,No,No,Single,No,Bachelor,No,No,Average,10,4,2,2,100,Networking,2,Hardware,2.56,3.61,131,FALSE,80000
2022,Male,20,2021,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,No,Single,Yes,Family,No,No,Average,8,3,1,3,100,Networking,1,Hardware,2.64,3.7,99,FALSE,81000
2020,Male,20,2020,BCSE,Yes,No,Offline,Yes,Yes,Advance,No,No,No,Married,Yes,Family,Yes,No,Poor,10,4,2,7,78,Cyber security,2,Data Science,1.45,2.67,142,FALSE,82000
2020,Male,21,2018,BCSE,No,No,Offline,Yes,Yes,Basic,No,No,No,In a relationship,No,Bachelor,Yes,No,Poor,10,3,2,3,70,Programming,3,UI/UX,1.56,2.87,133,FALSE,85000
2022,Female,21,2021,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,Yes,In a relationship,No,Family,No,No,Poor,6,6,4,5,70,Programming,5,UI/UX,2.1,3.37,86,FALSE,85000
2022,Female,20,2022,BCSE,No,No,Online,Yes,No,Intermediate,No,No,No,Married,No,Family,No,No,Poor,3,2,1,3,60,Artificial Intelligence,1,Hardware,2.1,3.28,77,FALSE,85000
2021,Female,20,2020,BCSE,No,No,Online,Yes,Yes,Intermediate,Yes,No,Yes,Married,No,Family,No,No,Poor,10,2,2,2,100,Artificial Intelligence,4,Data Science,1.54,2.64,137,FALSE,86000
2019,Male,24,2019,BCSE,No,No,Offline,Yes,Yes,Basic,Yes,Yes,Yes,In a relationship,Yes,Family,Yes,No,Poor,10,1.5,3,2,80,Programming,1,Software,2.39,3.43,45,FALSE,87000
2020,Female,21,2020,BCSE,No,No,Online,Yes,Yes,Advance,No,No,No,Married,No,Family,No,No,Average,8,4,3,2,80,Cyber security,3,UI/UX,2.51,3.87,103,FALSE,87000
2020,Male,21,2020,BCSE,Yes,No,Offline,Yes,Yes,Basic,No,No,No,Single,Yes,Bachelor,No,No,Average,11,2,2,1,79,Machine Learning,2,Data Science,2.81,3.89,143,FALSE,87000
2021,Female,20,2020,BCSE,No,No,Offline,Yes,Yes,Advance,No,No,Yes,Single,No,Bachelor,No,No,Poor,9,2,1,2,88,Programming,1,UI/UX,2.45,3.54,117,FALSE,88000
2021,Male,20,2021,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,No,Single,Yes,Family,Yes,No,Average,8,3,1,3,100,Artificial Intelligence,2,Data Science,2.66,3.72,98,FALSE,88000
2020,Female,21,2019,BCSE,Yes,No,Offline,No,Yes,Intermediate,No,No,Yes,In a relationship,Yes,Family,Yes,No,Poor,9,6,1,4,80,Programming,1,UI/UX,2.04,3.23,145,FALSE,89000
2021,Male,21,2020,BCSE,No,No,Online,Yes,Yes,Advance,No,Yes,No,Single,Yes,Bachelor,No,No,Poor,8,4,2,6,100,Web development skill(Backend),2,Software,2.29,3.56,100,FALSE,89000
2021,Male,20,2020,BCSE,No,No,Offline,Yes,Yes,Advance,No,No,Yes,Single,No,Family,No,No,Poor,8,4,2,7,88,Machine Learning,3,Software,2.55,3.77,137,FALSE,89000
2018,Male,22,2017,BCSE,Yes,No,Offline,Yes,Yes,Advance,No,No,Yes,Single,Yes,Bachelor,Yes,No,Good,11,4,2,2,100,Programming,3,UI/UX,2.9,3.89,135,FALSE,90000
2019,Male,25,2018,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,In a relationship,Yes,Bachelor,No,No,Poor,11,3,2,3,100,Web development skill(Backend),2,Software,2.34,3.42,143,FALSE,90000
2020,Male,21,2019,BCSE,No,No,Online,Yes,Yes,Advance,No,No,Yes,Married,No,Family,No,No,Poor,10,4,2,4,100,Cyber security,2,Data Science,2.08,3.11,138,FALSE,90000
2021,Female,20,2020,BCSE,No,No,Online,Yes,Yes,Advance,No,No,Yes,Married,No,Family,No,No,Poor,9,3,1,10,100,Networking,3,Hardware,2.51,3.5,130,FALSE,90000
2022,Female,21,2021,BCSE,No,No,Online,Yes,Yes,Intermediate,No,No,No,Single,No,Family,No,No,Poor,5,3,1,8,100,Machine Learning,3,Software,2.13,3.33,107,FALSE,90000
2019,Male,25,2018,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,Yes,No,Single,No,Bachelor,No,No,Poor,11,2,1,2,35,Cyber security,1,Data Science,1.43,2.56,143,FALSE,91000
2022,Female,20,2020,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,No,Married,Yes,Family,No,No,Poor,4,2,3,3,100,Programming,1,UI/UX,1.26,2.33,59,FALSE,93000
2021,Female,20,2020,BCSE,No,No,Offline,Yes,Yes,Advance,Yes,No,Yes,Single,No,Bachelor,No,No,Poor,9,2,3,3,56,Networking,4,Hardware,1.56,2.6,130,FALSE,95000
2020,Male,23,2019,BCSE,No,No,Offline,Yes,Yes,Basic,No,No,No,Single,No,Bachelor,No,No,Poor,10,2,3,1,100,Programming,4,UI/UX,1.75,2.81,137,FALSE,98000
2019,Male,25,2018,BCSE,No,No,Offline,Yes,Yes,Basic,No,No,No,Married,Yes,Family,No,No,Poor,11,2,1,7,100,Programming,3,Software,1.76,2.87,144,FALSE,100000
2021,Male,21,2019,BCSE,No,No,Online,Yes,Yes,Intermediate,Yes,No,Yes,Single,Yes,Bachelor,No,No,Poor,5,6,4,4,100,Cyber security,2,Data Science,1.34,2.53,96,FALSE,100000
2020,Male,21,2019,BCSE,No,No,Offline,Yes,Yes,Advance,No,No,Yes,Single,No,Bachelor,No,No,Good,8,5,3,4,100,Programming,3,UI/UX,2.91,3.95,119,FALSE,100000
2020,Male,22,2019,BCSE,No,No,Online,Yes,Yes,Intermediate,Yes,No,No,In a relationship,Yes,Family,Yes,No,Poor,10,2,3,2,45,Networking,4,Hardware,2.46,3.52,140,FALSE,100000
2021,Female,20,2020,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,In a relationship,No,Bachelor,No,No,Poor,5,3,1,7,70,Cyber security,3,Software,1.67,2.98,75,FALSE,100000
2023,Female,20,2021,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,Yes,In a relationship,Yes,Family,Yes,Yes,Average,2,2,4,2,100,Programming,3,Hardware,2.66,4,12,FALSE,100000
2018,Male,24,2018,BCSE,No,No,Online,Yes,Yes,Advance,Yes,No,No,Single,Yes,Family,No,No,Poor,10,1,3,3,65,Artificial Intelligence,2,Data Science,2.65,3.68,140,FALSE,110000
2022,Male,20,2020,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Family,No,No,Average,6,2,1,5,100,Networking,4,Hardware,2.8,3.91,77,FALSE,110000
2021,Female,20,2020,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,Married,Yes,Family,No,No,Poor,8,5,3,6,100,Networking,1,Hardware,1.46,2.67,101,FALSE,110000
2021,Female,21,2020,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,No,Single,No,Bachelor,No,No,Poor,10,2,3,2,89,Programming,4,UI/UX,1.67,2.73,134,FALSE,110000
2022,Male,20,2021,BCSE,No,No,Offline,Yes,Yes,Advance,Yes,No,No,Single,Yes,Bachelor,No,No,Poor,6,3,3,3,62,Artificial Intelligence,1,Data Science,1.35,2.58,77,FALSE,114000
2021,Male,21,2020,BCSE,No,No,Offline,Yes,Yes,Advance,No,No,No,In a relationship,No,Family,No,No,Average,7,3,1,2,78,Web development skill(Backend),2,Software,2.56,3.66,88,FALSE,115000
2022,Female,19,2022,BCSE,No,No,Online,Yes,Yes,Advance,No,No,No,Single,No,Family,No,No,Average,3,1,1,5,100,Cyber security,3,UI/UX,2.67,3.78,32,FALSE,115000
2022,Female,20,2020,BCSE,No,No,Offline,Yes,Yes,Advance,No,No,Yes,Single,Yes,Bachelor,No,No,Poor,5,2,2,1,41,Machine Learning,2,Data Science,2.56,3.61,68,FALSE,116000
2020,Male,25,2019,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,No,Single,No,Bachelor,No,No,Average,10,2,3,2,86,Networking,2,Hardware,2.67,3.75,140,FALSE,117000
2022,Male,20,2021,BCSE,No,No,Offline,Yes,Yes,Basic,No,No,Yes,In a relationship,No,Bachelor,No,No,Poor,6,3,3,2,100,Web development skill(Frontend),1,Software,2.46,3.55,89,FALSE,120000
2020,Male,24,2019,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,Yes,Married,Yes,Family,No,No,Poor,10,1,2,3,83,Networking,2,Hardware,1.44,2.65,136,FALSE,123000
2020,Female,24,2019,BCSE,No,No,Offline,Yes,Yes,Basic,No,No,No,In a relationship,Yes,Bachelor,No,No,Average,11,3,2,1,100,Web development skill(Backend),4,Software,2.53,3.62,143,FALSE,128000
2019,Female,25,2019,BCSE,No,No,Offline,Yes,Yes,Basic,No,No,No,Single,Yes,Family,No,No,Average,11,2,2,5,100,Programming,3,Software,2.79,3.88,141,FALSE,130000
2021,Female,20,2020,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,Yes,No,Yes,Single,Yes,Family,No,No,Average,9,3,1,3,100,Web development skill(Backend),4,Software,2.75,3.82,103,FALSE,130000
2022,Male,21,2021,BCSE,No,No,Offline,Yes,Yes,Advance,Yes,No,No,Married,Yes,Family,Yes,No,Poor,6,1,3,2,100,Programming,4,UI/UX,1.68,2.73,88,FALSE,130000
2022,Female,20,2021,BCSE,No,No,Online,Yes,Yes,Intermediate,Yes,No,Yes,Married,No,Family,No,No,Poor,5,4,1,2,77,Programming,4,Software,1.67,2.77,58,FALSE,130000
2020,Male,20,2020,BCSE,Yes,No,Offline,Yes,Yes,Advance,No,No,Yes,In a relationship,No,Bachelor,No,No,Poor,10,2,2,3,84,Web development skill(Backend),4,Software,1.76,2.8,122,FALSE,134000
2021,Female,25,2019,BCSE,No,No,Online,Yes,Yes,Advance,No,No,Yes,In a relationship,No,Bachelor,No,No,Average,10,4,2,4,100,Networking,2,Hardware,2.88,3.9,139,FALSE,135000
2020,Male,20,2020,BCSE,No,No,Offline,Yes,Yes,Basic,Yes,No,No,Single,No,Bachelor,No,No,Average,11,2,1,3,100,Networking,2,Hardware,2.54,3.61,143,FALSE,135000
2021,Female,22,2020,BCSE,No,No,Offline,Yes,Yes,Advance,Yes,Yes,No,Married,Yes,Family,No,No,Poor,9,4,2,1,100,Cyber security,2,Data Science,1.76,2.82,121,FALSE,135000
2020,Male,21,2020,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,Yes,Family,Yes,No,Average,8,3,2,2,100,Artificial Intelligence,2,Data Science,2.54,3.64,97,FALSE,135000
2019,Male,25,2018,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Family,No,No,Poor,11,3,2,2,100,Networking,1,Hardware,1.54,2.68,143,FALSE,144000
2021,Female,21,2020,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,In a relationship,Yes,Bachelor,Yes,No,Poor,9,2,1,2,35,Machine Learning,2,Data Science,1.46,2.5,119,FALSE,144000
2019,Male,22,2019,BCSE,Yes,No,Offline,Yes,Yes,Advance,No,No,No,Single,No,Family,No,No,Poor,11,6,3,7,100,Cyber security,4,Data Science,2.91,3.97,141,FALSE,150000
2021,Female,20,2020,BCSE,No,No,Online,Yes,Yes,Advance,No,No,No,In a relationship,Yes,Bachelor,No,No,Poor,9,3,3,3,100,Networking,2,Hardware,1.8,2.89,116,FALSE,155000
2021,Female,20,2020,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,No,In a relationship,Yes,Bachelor,No,No,Average,8,5,2,3,100,Web development skill(Frontend),4,Software,2.78,3.8,89,FALSE,158000
2021,Female,21,2021,BCSE,Yes,No,Offline,Yes,Yes,Advance,No,No,Yes,Single,Yes,Family,No,No,Poor,5,3,2,8,67,Programming,2,Software,1.65,2.56,64,FALSE,165000
2020,Female,22,2019,BCSE,Yes,No,Offline,Yes,Yes,Advance,No,No,No,Single,Yes,Family,No,No,Poor,8,2,1,4,100,Programming,2,UI/UX,2.32,3.87,113,FALSE,170000
2020,Female,25,2019,BCSE,No,No,Online,Yes,Yes,Advance,No,No,No,In a relationship,No,Bachelor,No,No,Poor,11,3,3,1,35,Networking,2,Hardware,1.57,2.63,143,FALSE,170000
2021,Female,20,2020,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,Yes,No,No,Single,Yes,Family,No,No,Average,8,3,3,3,100,Artificial Intelligence,4,Data Science,2.85,3.93,100,FALSE,190000
2020,Male,21,2020,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,Married,No,Family,No,No,Poor,10,3,2,1,68,Networking,4,Hardware,2.74,3.84,137,FALSE,190000
2020,Female,22,2020,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,Yes,No,Single,Yes,Bachelor,No,No,Poor,7,3,2,7,100,Web development skill(Backend),3,UI/UX,2.13,3.03,107,FALSE,235000
2021,Female,20,2021,BCSE,Yes,No,Offline,Yes,Yes,Advance,No,No,No,Single,Yes,Family,No,No,Good,5,6,2,1,100,Programming,4,UI/UX,2.91,3.91,81,FALSE,250000
2019,Female,25,2018,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,No,Single,No,Bachelor,No,No,Poor,11,3,3,2,100,Cyber security,1,Data Science,1.43,2.49,143,FALSE,255000
2019,Male,25,2017,BCSE,No,No,Offline,Yes,No,Basic,No,No,No,In a relationship,No,Family,No,No,Poor,11,2,1,5,86,Networking,3,Data Science,1.98,2.89,145,FALSE,300000
2020,Male,23,2019,BCSE,Yes,No,Offline,Yes,Yes,Basic,No,No,Yes,In a relationship,No,Family,No,No,Average,9,1,2,5,100,Web development skill(Frontend),1,Data Science,2.91,3.89,103,FALSE,10000
2020,Female,22,2019,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Family,No,No,Average,11,2,1,3,95,Programming,1,Data Science,2.5,3.48,128,FALSE,25000
2023,Female,21,2022,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,Yes,Family,No,No,Average,2,5,5,5,100,Programming,3,Software,2.85,3.65,28,FALSE,25000
2020,Female,24,2019,BCSE,No,No,Offline,Yes,Yes,Basic,No,No,No,Single,Yes,Family,Yes,Yes,Poor,9,5,1,6,90,Networking,2,Hardware,2.2,3.5,60,FALSE,28000
2020,Male,25,2019,BCSE,Yes,No,Online,Yes,Yes,Advance,No,No,Yes,In a relationship,Yes,Bachelor,No,No,Poor,10,3.5,1,5,99,Networking,3,Software,2.48,3.48,105,FALSE,30000
2020,Female,23,2019,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Bachelor,No,No,Average,10,4,1,3,98,Networking,2,Hardware,2.87,3.93,138,FALSE,30000
2022,Male,22,2020,BCSE,Yes,No,Offline,Yes,No,Intermediate,No,No,Yes,Single,No,Family,No,No,Average,5,2,2,4,99,Programming,2,Hardware,2.56,3.35,54,FALSE,30000
2021,Female,20,2020,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,In a relationship,No,Family,No,No,Poor,7,4,2,7,100,Artificial Intelligence,1,Hardware,2.31,3.45,109,FALSE,30000
2018,Male,25,2018,BCSE,No,No,Offline,Yes,Yes,Basic,No,Yes,Yes,Married,No,Family,No,No,Poor,11,3,1,3,100,Cyber security,2,Data Science,2.45,3.56,143,FALSE,32000
2022,Female,19,2021,BCSE,No,No,Online,Yes,Yes,Intermediate,No,No,Yes,In a relationship,Yes,Family,Yes,No,Poor,7,4,2,5,90,Artificial Intelligence,2,Hardware,2.09,3.34,100,FALSE,34000
2019,Male,24,2018,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,No,Single,Yes,Family,Yes,No,Poor,11,3,2,3,65,Cyber security,2,Data Science,2.45,3.55,144,FALSE,37000
2020,Female,20,2020,BCSE,No,No,Online,Yes,Yes,Intermediate,No,No,No,Married,No,Family,No,No,Poor,11,2,2,3,72,Cyber security,4,Data Science,2.67,3.77,143,FALSE,37000
2022,Male,21,2021,BCSE,No,No,Offline,Yes,Yes,Advance,No,No,Yes,Single,No,Bachelor,Yes,No,Poor,6,1,2,3,42,Cyber security,3,Data Science,1.89,2.97,97,FALSE,37000
2021,Female,20,2020,BCSE,No,No,Online,Yes,No,Basic,No,No,No,Married,Yes,Family,No,No,Poor,8,2,2,3,68,Web development skill(Frontend),4,Software,2.67,3.74,90,FALSE,38000
2022,Female,22,2021,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,Yes,No,No,Single,No,Bachelor,No,No,Poor,5,2,2,2,47,Cyber security,2,Data Science,2.74,3.8,68,FALSE,39000
2018,Female,22,2017,BCSE,No,No,Online,Yes,Yes,Advance,Yes,No,Yes,Single,No,Family,No,No,Poor,10,3,2,8,90,Programming,2,UI/UX,1.61,2.88,123,FALSE,40000
2018,Female,24,2018,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,Yes,No,In a relationship,No,Bachelor,No,No,Average,11,4,2,2,86,Cyber security,4,Data Science,2.54,3.63,144,FALSE,40000
2020,Male,21,2020,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,Yes,In a relationship,No,Bachelor,No,No,Poor,10,2,3,3,79,Cyber security,2,Data Science,1.46,2.55,139,FALSE,40000
2020,Male,20,2020,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,No,In a relationship,No,Bachelor,No,No,Average,10,2,2,2,100,Networking,4,Hardware,2.65,3.79,138,FALSE,40000
2021,Female,21,2020,BCSE,No,No,Online,Yes,Yes,Advance,No,No,No,Single,Yes,Bachelor,No,No,Poor,9,3,2,3,46,Artificial Intelligence,2,Data Science,1.88,2.92,124,FALSE,42000
2022,Female,21,2021,BCSE,Yes,No,Offline,Yes,Yes,Advance,Yes,No,Yes,Married,Yes,Family,No,No,Average,6,2,1,3,78,Programming,1,UI/UX,2.77,3.8,77,FALSE,42000
2020,Male,20,2020,BCSE,No,No,Online,Yes,Yes,Intermediate,No,No,No,Single,No,Bachelor,No,No,Poor,5,4,2,6,90,Machine Learning,2,Software,1.98,2.97,66,FALSE,45000
2022,Male,22,2021,BCSE,No,No,Online,Yes,Yes,Basic,No,No,Yes,In a relationship,No,Bachelor,No,No,Poor,5,2,1,3,23,Networking,4,Hardware,1.81,2.88,72,FALSE,45000
2021,Female,20,2020,BCSE,No,No,Offline,Yes,Yes,Advance,No,No,Yes,In a relationship,No,Bachelor,No,No,Poor,9,2,3,3,55,Networking,1,Hardware,2.87,3.9,125,FALSE,46000
2022,Male,20,2021,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Family,No,No,Poor,4,11,2,4,100,Networking,8,Software,1.76,2.67,27,FALSE,46000
2022,Female,21,2021,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,Yes,Bachelor,No,No,Poor,7,3,2,2,32,Artificial Intelligence,2,Data Science,2.34,3.4,109,FALSE,47000
2021,Female,20,2019,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Bachelor,No,No,Poor,9,5,2,5,100,Artificial Intelligence,1,Hardware,2.07,3.28,132,FALSE,48000
2020,Male,23,2019,BCSE,No,No,Online,Yes,Yes,Intermediate,No,No,No,In a relationship,No,Family,Yes,No,Poor,10,2,3,2,89,Networking,4,Hardware,2.45,3.51,132,FALSE,48000
2020,Male,20,2020,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,Yes,No,Yes,Single,No,Bachelor,No,No,Poor,11,1,1,3,68,Networking,2,Hardware,2.66,3.79,135,FALSE,48000
2020,Female,23,2019,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,No,In a relationship,No,Family,No,No,Average,11,5,3,2,100,Cyber security,4,Data Science,2.77,3.85,144,FALSE,49000
2022,Female,21,2021,BCSE,No,No,Online,Yes,Yes,Basic,Yes,No,No,Single,No,Family,No,No,Average,6,5,3,3,100,Networking,2,Hardware,2.63,3.7,75,FALSE,49000
2020,Male,23,2018,BCSE,Yes,No,Online,Yes,Yes,Advance,No,No,No,In a relationship,Yes,Family,No,No,Average,8,3,3,2,80,Cyber security,2,UI/UX,2.81,3.79,135,FALSE,50000
2021,Female,21,2019,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Family,No,No,Poor,6,2,1,3,100,Programming,1,Data Science,2.44,3.44,56,FALSE,50000
2021,Male,23,2019,BCSE,No,No,Online,Yes,Yes,Advance,No,No,Yes,Single,Yes,Family,No,No,Poor,7,1,1,5,70,Cyber security,5,Hardware,2.5,3.22,66,FALSE,50000
2021,Female,21,2020,BCSE,No,No,Offline,Yes,Yes,Advance,No,No,Yes,In a relationship,Yes,Family,No,No,Poor,7,5,3,6,100,Programming,1,UI/UX,2.55,3.8,112,FALSE,50000
2022,Female,20,2021,BCSE,No,No,Offline,Yes,Yes,Basic,No,No,Yes,Single,No,Family,No,No,Poor,5,3,2,5,100,Programming,2,UI/UX,2.22,3.35,79,FALSE,50000
2021,Female,20,2020,BCSE,No,No,Offline,Yes,Yes,Basic,No,No,Yes,Single,Yes,Family,No,No,Average,9,3,3,3,100,Web development skill(Frontend),2,Software,2.56,3.64,108,FALSE,53000
2020,Female,23,2019,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Family,No,No,Poor,8,3,2,7,100,Programming,2,Software,1.99,3,121,FALSE,55000
2020,Female,24,2019,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Married,No,Family,No,No,Poor,11,3,2,2,34,Networking,1,Hardware,1.56,2.62,143,FALSE,55000
2020,Female,21,2019,BCSE,No,No,Offline,Yes,Yes,Advance,No,No,Yes,In a relationship,No,Bachelor,No,No,Average,11,4,3,2,79,Artificial Intelligence,2,Data Science,2.67,3.77,143,FALSE,55000
2020,Female,20,2020,BCSE,No,No,Offline,Yes,No,Advance,No,No,No,Single,Yes,Family,No,No,Poor,9,4,2,6,100,Artificial Intelligence,2,Software,2.31,3.44,138,FALSE,55000
2020,Male,24,2019,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,Yes,Married,Yes,Family,No,No,Poor,11,2,2,3,76,Networking,4,Hardware,1.26,2.37,143,FALSE,56000
2019,Female,25,2018,BCSE,No,No,Online,Yes,Yes,Basic,No,No,Yes,Single,Yes,Family,No,No,Poor,11,1,2,4,66,Networking,4,Hardware,1.55,2.78,143,FALSE,57000
2021,Female,20,2020,BCSE,No,No,Offline,Yes,Yes,Advance,Yes,No,No,In a relationship,Yes,Bachelor,No,No,Average,9,2,3,2,100,Programming,4,UI/UX,2.64,3.71,129,FALSE,59000
