Adm_Year,Gender,Age,HSC_Pass_Year,Program,Merit_Scholarship,Uni_Transport,Learn_Mode,Smartphone,PC,Eng_Proficiency,Probation,Suspension,Do you attend in teacher consultancy for any kind of academical problems? ,Relationship,CoCurricular,Living_Arrangement,Health_Issues,Physical_Disabilities,Target,Curr_Sem1,Study_Hours1,Study_Sessions1,SM_Hours1,Avg_Attendance1,Skills1,Skill_Dev_Hours1,Interest_Area1,Prev_SGPA1,Curr_CGPA1,Completed_Credits1,Diploma,Family_Income1
2022,Female,20,2020,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Family,No,No,Average,2,3,2,3,100,Programming,2,Artificial Intelligence,3.03,3.03,12,FALSE,90000
2018,Female,23,2017,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,Yes,No,No,In a relationship,Yes,Bachelor,Yes,No,Poor,4,7,1,5,60,Cyber security,2,Artificial Intelligence,2.59,2.56,133,FALSE,26000
2022,Male,20,2020,BCSE,Yes,No,Offline,Yes,No,Advance,No,No,Yes,Single,Yes,Bachelor,No,No,Poor,1,3,2,3,100,Programming,2,Software,0,0,0,FALSE,30000
2021,Female,19,2020,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Family,No,No,Good,3,5.5,2,4,99,Programming,3,Data Science,3.45,3.295,25,FALSE,25000
2022,Male,20,2021,BCSE,No,Yes,Offline,Yes,No,Basic,No,No,No,Single,Yes,Family,No,No,Average,2,1,1,4,85,Programming,1,Software,3.6,3.6,11,FALSE,40000
2022,Female,20,2020,BCSE,No,No,Online,Yes,Yes,Basic,Yes,No,Yes,Single,Yes,Bachelor,No,No,Good,2,6,6,1,98,Web development skill(Backend),5,Software,3.53,3.53,11,FALSE,40000
2020,Female,20,2019,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Family,No,No,Good,8,3,2,2,99,Programming,2,Machine Learning / Deep Learning,3.86,3.69,90,FALSE,50000
2022,Female,19,2020,BCSE,No,Yes,Offline,Yes,Yes,Advance,No,No,Yes,Single,Yes,Family,No,No,Poor,2,3.5,2,4,100,Programming,2,Artificial Intelligence,3.48,2.4,11,FALSE,25000
2021,Male,21,2019,BCSE,No,No,Online,Yes,Yes,Intermediate,No,No,No,Single,No,Bachelor,No,No,Good,5,2,1,1,98,"Programming, SEO",6,Data Science,3.7,3.77,54,FALSE,20000
2022,Female,20,2020,BCSE,No,Yes,Offline,Yes,Yes,Advance,No,No,Yes,Single,No,Family,No,No,Excellent,2,3,1,1,100,Programming,2,Software,3.84,3.84,11,FALSE,50000
2020,Female,21,2019,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Family,No,No,Good,8,6.5,2,2,100,Web development skill(Backend),3,Software,3.4,3.29,85,FALSE,50000
2022,Male,19,2020,BCSE,No,No,Offline,Yes,Yes,Basic,No,No,No,In a relationship,No,Bachelor,No,No,Good,8,4,6,2,90,Programming,1,Artificial Intelligence,3.43,3.43,14,FALSE,24000
2021,Female,21,2020,BCSE,Yes,No,Offline,Yes,No,Intermediate,No,No,Yes,Single,Yes,Bachelor,No,No,Good,2,12,2,2,100,Programming,2,Software,3.7,3.7,11,FALSE,30000
2020,Male,22,2019,BCSE,No,Yes,Offline,Yes,Yes,Advance,No,No,Yes,In a relationship,No,Family,No,No,Good,6,4,2,4,85,Programming,2,Data Science,3.02,3.2,70,FALSE,20000
2021,Male,20,2020,BCSE,No,Yes,Offline,Yes,Yes,Basic,No,No,No,Single,No,Bachelor,No,No,Average,3,2.5,2,3,90,Web development skill(Backend),1,Software,3.48,2.98,23,FALSE,20000
2022,Male,20,2020,BCSE,Yes,No,Offline,Yes,Yes,Advance,No,No,Yes,Single,Yes,Bachelor,No,No,Good,2,3.5,3.5,2,90,Programming,2,Networking,3.53,3.53,13,FALSE,40000
2020,Female,19,2019,BCSE,Yes,Yes,Offline,Yes,Yes,Advance,No,No,No,Single,No,Bachelor,No,No,Good,8,4,1,2,90,Programming,3,Data Science,3.06,3.41,87,FALSE,30000
2019,Female,20,2019,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,No,No,No,Single,Yes,Family,No,No,Good,9,3.5,3,1,99,"Programming, Web development",4,Software,3.19,3.37,101,FALSE,40000
2022,Female,22,2020,BCSE,Yes,No,Offline,Yes,Yes,Basic,No,No,No,Engaged,No,Bachelor,Yes,No,Average,2,4,1,2,98,Programming,2,Artificial Intelligence,3.05,3.05,11,FALSE,20000
2022,Female,21,2020,BCSE,No,Yes,Offline,Yes,Yes,Advance,No,No,Yes,Single,Yes,Family,No,No,Excellent,1,3.5,2,1,99,Programming,1,Data Science,4.5,4,75,FALSE,80000
2021,Female,20,2020,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Married,Yes,Family,No,No,Poor,2,4,1,3,98,Programming,3,Networking,3.75,0,11,FALSE,60000
2021,Male,22,2019,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,No,In a relationship,No,Bachelor,No,No,Good,2,3,3,2,90,"Programming, Web development",2,Software,3.33,3.33,12,FALSE,20000
2021,Male,20,2020,BCSE,Yes,No,Online,Yes,Yes,Basic,Yes,No,Yes,Single,Yes,Bachelor,No,Yes,Average,3,4,1,1.5,80,"Programming, Web development",2,Networking,2.81,2.81,35,FALSE,40000
2022,Male,21,2019,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,Yes,No,Yes,Single,Yes,Bachelor,Yes,No,Poor,2,3,3,4,90,data entry,0,Software,2.18,2.08,11,FALSE,35000
2020,Male,23,2018,BCSE,No,Yes,Offline,Yes,No,Intermediate,No,No,No,Single,No,Family,No,No,Poor,8,0,2,3,70,"Web development skill(Backend),",6,Software,3.7,3.75,70,FALSE,20000
2018,Female,24,2016,BCSE,No,No,Online,Yes,Yes,Intermediate,No,No,Yes,Engaged,No,Bachelor,Yes,No,Average,13,2,2,1,90,Networking,1,Data Science,3.62,3,140,FALSE,25000
2022,Male,20,2020,BCSE,No,Yes,Offline,Yes,Yes,Basic,No,No,Yes,Single,No,Family,Yes,Yes,Average,3,3.333333333,2,3,100,Programming,2,Data Science,3.18,3.18,11,FALSE,35000
2022,Female,21,2020,BCSE,Yes,Yes,Online,Yes,No,Basic,No,No,No,Single,Yes,Family,Yes,Yes,Poor,2022,3,2,8,98,Programming,1,Data Science,3.55,3.59,11,FALSE,100000
2020,Male,23,2020,BCSE,Yes,No,Offline,Yes,Yes,Basic,No,No,No,Single,Yes,Bachelor,No,No,Excellent,3,4,2,2,100,"Programming, Web development",6,Machine Learning / Deep Learning,3.58,3.75,23,FALSE,15000
2022,Male,22,2020,BCSE,Yes,No,Offline,Yes,Yes,Basic,No,No,No,Single,No,Bachelor,Yes,No,Poor,2,2,1,8,90,Programming,3,Software,3.88,3.88,12,FALSE,10000
2022,Male,20,2020,BCSE,Yes,No,Offline,Yes,Yes,Basic,No,No,No,Single,No,Bachelor,No,No,Poor,2,2,1,10,90,Programming,3,Software,3,3,12,FALSE,30000
2022,Male,20,2020,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,Yes,Yes,Single,Yes,Bachelor,No,No,Excellent,2,5,2,1,95,"Programming, Software Development",2,Networking,4,4,11,FALSE,40000
2022,Male,22,2016,BCSE,Yes,Yes,Online,Yes,Yes,Basic,No,No,Yes,In a relationship,Yes,Family,No,No,Average,2,2,2,1,80,"Programming, Php",2,Networking,3.97,3.97,11,FALSE,30000
2021,Male,22,2020,BCSE,Yes,Yes,Online,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Bachelor,No,No,Average,3,3,2,1,75,Programming,2,Machine Learning / Deep Learning,3.79,3.69,25,FALSE,100000
2019,Male,22,2018,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,Yes,In a relationship,No,Bachelor,No,No,Average,11,6.5,2,2,90,"Web development skill(Backend),",1,Software,2.96,2.89,111,FALSE,50000
2021,Male,21,2020,BCSE,Yes,No,Offline,No,Yes,Intermediate,No,No,Yes,Single,Yes,Bachelor,Yes,No,Excellent,5,5,2,2,95,"Programming, Software Development",3,Software,3.77,3.86,49,FALSE,30000
2019,Male,25,2017,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Family,No,No,Average,11,1.5,2,1,90,"Programming, Software Development",4,Artificial Intelligence,3.44,3.48,124,TRUE,50000
2021,Female,21,2019,BCSE,Yes,Yes,Online,Yes,Yes,Intermediate,No,No,Yes,Single,No,Family,No,No,Good,3,2,2,2,85,Programming,2,Machine Learning / Deep Learning,3.56,3.66,23,FALSE,25000
2020,Male,19,2019,BCSE,Yes,Yes,Offline,Yes,Yes,Basic,No,No,Yes,Single,No,Family,No,No,Good,2,3,2,1,100,Programming,1,Software,3.56,3.56,12,FALSE,40000
2022,Male,20,2020,BCSE,Yes,Yes,Online,Yes,Yes,Basic,Yes,No,No,Single,No,Family,No,No,Average,2,1,1,5,80,nan,0,Software,3.25,3.2,11,FALSE,40000
2022,Male,19,2021,BCSE,Yes,No,Offline,Yes,Yes,Basic,No,No,Yes,Single,Yes,Bachelor,No,No,Poor,1,4.5,2,5,85,I have no,2,Machine Learning / Deep Learning,0,0,0,FALSE,50000
2021,Male,22,2019,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Family,No,No,Average,22,2,2,3,80,Programming,2,Data Science,3.7,3.4,39,FALSE,50000
2021,Female,20,2020,BCSE,Yes,No,Offline,Yes,No,Intermediate,No,No,No,Single,No,Family,No,No,Average,22,1,1,2,100,Programming,0,Data Science,3.38,3.58,25,FALSE,80000
2021,Male,21,2019,BCSE,Yes,No,Online,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Bachelor,No,No,Average,2022,1,2,2,80,"Programming, Web development",3,Software,3.78,3.9,49,FALSE,40000
2019,Female,24,2016,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Bachelor,No,No,Good,10,5,2,3,95,"Programming, Networking",2,Machine Learning / Deep Learning,3.4,3.5,106,FALSE,20000
2019,Male,24,2017,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Family,No,No,Average,10,2,1,3,80,"Programming, Software Development",5,"Software, App",2.58,2.93,106,FALSE,65000
2020,Male,21,2019,BCSE,No,No,Online,Yes,Yes,Advance,No,No,Yes,In a relationship,No,Bachelor,Yes,No,Average,8,1.5,2,1,100,"Programming, Web development",1,Data Science,3.96,3.7,85,FALSE,25000
2021,Female,21,2020,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Family,No,No,Good,3,3.5,2,2,88,Programming,2,Software,3.58,3.76,25,FALSE,40000
2021,Male,20,2020,BCSE,Yes,No,Online,Yes,Yes,Intermediate,No,No,Yes,In a relationship,Yes,Bachelor,No,No,Good,3,2,2,4,99,Programming,2,Data Science,3.79,3.91,23,FALSE,50000
2021,Male,22,2020,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,Yes,No,Yes,Single,No,Bachelor,No,No,Poor,4,3,2,2,95,"Programming, Web development",4,Artificial Intelligence,1.12,1.88,32,TRUE,60000
2021,Female,21,2019,BCSE,Yes,Yes,Online,Yes,Yes,Intermediate,No,No,No,Single,No,Family,No,No,Good,3,4,3,1,99,Programming,2,Software,3.72,3.67,25,FALSE,35000
2022,Male,20,2020,BCSE,No,No,Offline,Yes,No,Basic,No,No,Yes,Single,Yes,Family,No,No,Poor,2,5.5,3,1,95,Programming,2,Software,4.55,0,11,FALSE,35000
2020,Female,22,2018,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Family,No,No,Average,8,4,2,2,98,Programming,2,Data Science,2.83,2.82,65,FALSE,25000
2022,Female,20,2020,BCSE,Yes,Yes,Offline,Yes,Yes,Basic,No,No,Yes,Single,No,Family,Yes,No,Good,2,2.5,2,2,95,Networking,1,Networking,3.88,3.88,11,FALSE,35000
2022,Male,21,2020,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,Yes,Bachelor,Yes,No,Average,2,1.5,2,4,90,Networking,2,Machine Learning / Deep Learning,4,3.39,12,FALSE,25000
2020,Female,21,2019,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,No,No,No,Single,Yes,Family,No,No,Good,8,3,2,3,97,Web development skill(Backend),1,Data Science,3,3.66,87,FALSE,150000
2018,Male,26,2018,BCSE,No,Yes,Online,Yes,Yes,Intermediate,Yes,Yes,Yes,Single,Yes,Bachelor,No,No,Poor,12,8,10,2,90,"Web development skill(Frontend),",5,Networking,2.44,2.44,90,FALSE,20000
2021,Male,21,2020,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Family,No,No,Average,3,3,2,1,98,"Programming, Web development",1,Data Science,2.82,3,23,FALSE,25000
2022,Female,21,2019,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Family,No,No,Good,2,2.5,2,1,100,Programming,1,Software,3.9,3.9,11,FALSE,50000
2022,Male,21,2020,BCSE,Yes,No,Online,Yes,Yes,Basic,No,No,Yes,Single,Yes,Bachelor,Yes,No,Poor,2,5,1,12,98,Programming,2,"Software, Hardware",3.33,3.33,12,FALSE,20000
2022,Female,20,2020,BCSE,No,No,Offline,Yes,Yes,Basic,No,No,Yes,Single,Yes,Bachelor,No,No,Poor,2,3,3,2,97,Programming,2,Software,4.7,0,11,FALSE,35000
2022,Male,20,2020,BCSE,Yes,Yes,Offline,Yes,No,Intermediate,No,No,Yes,Single,Yes,Family,No,No,Excellent,2,4,2,3,90,"Programming, Web development",2,Data Science,3.98,3.98,11,FALSE,22000
2022,Female,21,2020,BCSE,Yes,No,Offline,Yes,No,Basic,No,No,No,Single,No,Bachelor,No,No,Good,1,2,2,1,100,"Programming, Web development",1,Software,3.4,3.8,11,FALSE,60000
2022,Male,22,2019,BCSE,Yes,Yes,Online,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Family,No,No,Poor,2,3.347529813,1,2,70,Programming,1,Networking,3.81,3.81,11,FALSE,400000
2022,Female,23,2021,BCSE,Yes,Yes,Offline,Yes,No,Intermediate,No,No,No,Engaged,Yes,Family,Yes,No,Average,2,1.5,2,3,90,"Programming, Web development",2,Software,3.97,3.97,11,TRUE,20250
2022,Male,20,2020,BCSE,Yes,Yes,Offline,Yes,Yes,Basic,No,No,No,Single,Yes,Bachelor,No,No,Poor,2,8,2,8,90,Programming,2,Artificial Intelligence,3.33,3.33,12,FALSE,30000
2021,Female,21,2020,BCSE,Yes,No,Offline,Yes,No,Intermediate,No,No,Yes,Single,No,Family,Yes,No,Poor,3,3,1,3,70,Programming,2,Data Science,2.68,2.89,23,FALSE,15000
2021,Female,20,2019,BCSE,No,No,Online,Yes,No,Intermediate,No,No,Yes,Single,No,Bachelor,Yes,No,Excellent,2,3,2,2,95,Programming,1,Software,3.84,3.84,11,FALSE,30000
2021,Female,20,2016,BCSE,Yes,No,Offline,Yes,No,Advance,No,No,Yes,Single,Yes,Family,No,No,Average,3,2,2,3,75,Programming,2,Networking,3.54,3.69,25,FALSE,20000
2021,Male,21,2020,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Bachelor,No,No,Poor,3,2,2,3,95,Programming,2,Software,1.78,3.39,20,FALSE,25000
2021,Male,19,2020,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,No,Single,Yes,Family,Yes,No,Poor,3,2,1,3,90,Programming,1,Networking,2.32,2.8,24,FALSE,35000
2022,Male,20,2020,BCSE,Yes,No,Offline,Yes,Yes,Basic,No,No,No,Single,No,Bachelor,No,No,Excellent,2,3,1,3,90,Programming,2,Software,4,4,11,FALSE,50000
2022,Male,20,2020,BCSE,No,No,Offline,Yes,Yes,Basic,No,No,Yes,Single,No,Bachelor,No,No,Excellent,2,5,2,0.5,90,Programming,2,"Software, BCS ",3.8,3.8,12,FALSE,20000
2021,Male,22,2019,BCSE,No,Yes,Online,Yes,Yes,Basic,No,No,No,Single,No,Family,No,No,Poor,5,0,0,3,0,"Programming, Web development",6,Machine Learning / Deep Learning,2.08,2.91,49,FALSE,30000
2022,Male,20,2020,BCSE,No,No,Offline,Yes,No,Basic,No,No,Yes,Single,Yes,Bachelor,No,No,Average,2,2.5,4,1,95,"Programming, Volunteering.",2,Data Science,3.05,3.05,12,FALSE,25000
2022,Male,21,2020,BCSE,Yes,Yes,Online,Yes,Yes,Advance,No,No,Yes,Single,Yes,Family,No,No,Average,2,3,2,5,90,"Programming, Networking",0,Data Science,3.45,3.45,12,FALSE,30000
2022,Male,20,2020,BCSE,Yes,Yes,Offline,Yes,Yes,Basic,Yes,Yes,Yes,Single,No,Bachelor,No,No,Poor,22,4,2,3,100,Programming,2,Software,2.73,2.73,12,FALSE,20000
2018,Male,22,2018,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Bachelor,No,No,Average,11,1.5,2,2,80,"Web development skill(Backend),",3,Software,3.2,3.29,132,FALSE,40000
2019,Female,20,2019,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Family,No,No,Excellent,8,6,2,2,100,"Programming, Software Development",2,Software,3.96,3.94,85,FALSE,100000
2020,Male,22,2019,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Family,No,No,Poor,8,3.347529813,2,6,60,Nothing properly,2,Machine Learning / Deep Learning,3.56,3.69,87,FALSE,40000
2022,Male,23,2019,BCSE,Yes,Yes,Offline,Yes,Yes,Basic,No,No,No,Single,No,Family,No,No,Poor,1,2,1,8,100,Networking,1,Data Science,0,0,0,FALSE,40000
2022,Female,19,2020,BCSE,Yes,Yes,Offline,Yes,Yes,Basic,No,No,No,Single,Yes,Family,No,No,Good,2,2.5,2,1,100,"Programming, Drawing",1,Software,3.89,3.89,11,FALSE,70000
2022,Female,20,2020,BCSE,Yes,Yes,Offline,Yes,No,Intermediate,No,No,Yes,Single,Yes,Family,No,No,Poor,1,2,1,7,100,Networking,1,Data Science,0,0,0,FALSE,15000
2021,Female,26,2014,BCSE,Yes,No,Offline,Yes,Yes,Basic,No,No,No,Married,No,Family,No,No,Poor,3,4.5,3.5,3,50,Programming,1,Software,3.89,3.36,23,FALSE,80000
2022,Male,20,2020,BCSE,Yes,Yes,Offline,Yes,Yes,Basic,No,No,No,Single,No,Family,No,No,Poor,2,3,1,2,10,Programming,1,Cyber Security,3.68,3.68,14,FALSE,24000
2022,Male,19,2020,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,Yes,No,Yes,Single,Yes,Family,No,No,Average,2,5,2,2,98,"Programming, Software Development",2,Data Science,2.93,2.93,11,FALSE,35000
2022,Male,20,2020,BCSE,Yes,No,Online,Yes,Yes,Basic,No,No,No,Single,No,Family,No,No,Excellent,2,4,3,2,100,Programming,2,Artificial Intelligence,3.81,3.81,12,FALSE,50000
2021,Female,19,2020,BCSE,No,Yes,Offline,Yes,No,Intermediate,No,No,No,Single,No,Family,Yes,Yes,Poor,2,3.5,2,2,98,Programming,1,Data Science,3.37,0,11,FALSE,25000
2022,Male,19,2020,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,Yes,No,Yes,Married,No,Family,No,No,Good,2,3,1,3,100,"Programming, Strating....",1,confuse,3.25,3.25,10,FALSE,25000
2022,Male,20,2020,BCSE,Yes,No,Online,Yes,Yes,Basic,No,No,No,Single,No,Family,No,No,Average,2,3,2,3,85,Programming,2,Artificial Intelligence,2.89,2.89,11,FALSE,30000
2022,Male,22,2019,BCSE,No,No,Offline,Yes,Yes,Basic,Yes,No,No,Engaged,Yes,Bachelor,Yes,No,Poor,2,2,1,3,95,"Programming, Software Development",1,Networking,1.62,1.45,11,FALSE,40000
2022,Male,20,2020,BCSE,No,Yes,Offline,Yes,No,Intermediate,No,No,Yes,Single,No,Family,No,No,Poor,2,2.5,2,4,98,I have no,2,Data Science,3.73,0,11,FALSE,35000
2022,Male,20,2020,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Bachelor,No,No,Good,2,2.5,2,1,90,"Programming, Web development",4,Data Science,3.18,3.39,11,FALSE,25000
2022,Male,19,2020,BCSE,Yes,No,Online,Yes,Yes,Basic,Yes,No,No,Single,No,Bachelor,Yes,No,Average,2,30,1,2,90,Programming,1,Software,2.9,2.9,11,FALSE,60000
2022,Male,18,2020,BCSE,Yes,No,Offline,Yes,Yes,Basic,No,No,Yes,Single,No,Family,No,No,Good,2,6,3,2,95,"Programming, Web development",2,Software,3.48,3.48,12,FALSE,25000
2022,Male,20,2020,BCSE,Yes,No,Offline,Yes,Yes,Basic,Yes,No,No,Single,No,Family,No,No,Good,2,15,2,4,95,Web development skill(Backend),3,Web developing ,3.6,3.6,11,FALSE,25000
2021,Male,21,2019,BCSE,No,No,Online,Yes,Yes,Basic,No,No,Yes,Single,No,Bachelor,No,No,Average,2,2,3,3,90,"Programming, Web development",2,Data Science,3.13,3.17,11,FALSE,40000
2022,Male,19,2020,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Family,No,No,Average,2,2,1,1,95,"Programming, Software Development",2,Data Science,3.13,3.13,11,FALSE,40000
2022,Male,20,2020,BCSE,Yes,No,Online,Yes,Yes,Intermediate,No,No,Yes,Single,No,Bachelor,No,No,Excellent,2,3,2,2,100,Programming,1,Data Science,3.85,3.85,12,FALSE,30000
2022,Male,21,2020,BCSE,Yes,Yes,Online,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Family,Yes,No,Good,2,4.5,2,1,100,Programming,1,Artificial Intelligence,3.6,3.6,11,FALSE,30000
2022,Female,18,2020,BCSE,Yes,No,Online,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Family,No,No,Poor,2,2,2,1,100,"Programming, Software Development",1,Software,3.54,0,11,FALSE,14000
2022,Male,20,2020,BCSE,Yes,No,Offline,Yes,Yes,Basic,No,No,No,Single,No,Bachelor,No,No,Average,2,1,2,4,95,Programming,3,Software,3.54,3.55,11,FALSE,25000
2022,Male,19,2020,BCSE,No,No,Online,Yes,Yes,Intermediate,Yes,No,No,Single,No,Bachelor,No,No,Poor,2,3,2,4,95,Programming,6,Software,2.1,2.1,12,FALSE,10000
2022,Male,20,2020,BCSE,Yes,No,Offline,Yes,Yes,Basic,No,No,Yes,Single,Yes,Bachelor,No,No,Poor,2,3,2,5,90,Programming,1,"Software, Hardware",2.5,2.5,12,FALSE,25000
2019,Male,24,2017,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,No,In a relationship,Yes,Bachelor,No,No,Excellent,11,8,1,1,90,"Programming, Web development",5,Data Science,3.31,3.76,139,FALSE,30000
2022,Male,21,2020,BCSE,No,No,Online,Yes,Yes,Advance,No,No,Yes,Single,No,Bachelor,No,No,Poor,2,1,2,4,80,"Cyber security, Networking,",0,Networking,3.75,0,12,FALSE,50000
2021,Male,21,2020,BCSE,Yes,No,Online,Yes,Yes,Intermediate,No,No,Yes,Single,No,Bachelor,Yes,No,Good,2,6,3,2,98,Programming,3,Software,3.7,3.7,13,FALSE,25000
2021,Male,21,2020,BCSE,No,No,Online,Yes,Yes,Intermediate,No,No,Yes,Single,No,Bachelor,Yes,No,Poor,2,3,3,1,97,Programming,3,Machine Learning / Deep Learning,3.5,0,13,FALSE,33000
2020,Female,20,2020,BCSE,Yes,Yes,Offline,Yes,Yes,Basic,Yes,No,No,Single,No,Family,No,No,Good,2,4,2,4,90,Programming,2,Hardware,3.7,3.7,11,FALSE,60000
2022,Male,20,2020,BCSE,Yes,No,Offline,Yes,Yes,Basic,Yes,Yes,Yes,Single,No,Bachelor,No,No,Poor,2,3,2,3,70,Programming,2,Software,3.24,3.24,11,FALSE,40000
2019,Female,22,2018,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,Yes,No,No,Single,No,Family,No,No,Poor,11,2.5,1.5,2,99,Programming,1,Software,2.3,2.8,113,FALSE,60000
2019,Female,22,2018,BCSE,No,No,Offline,Yes,No,Intermediate,No,No,No,Engaged,No,Family,No,No,Poor,8,2,1,3,70,Web development skill(Frontend),2,Machine Learning / Deep Learning,3.87,3.6,141,FALSE,70000
2020,Male,22,2020,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Family,No,Yes,Poor,3,3,2,4,37,Programming,1,Artificial Intelligence,3.24,3.5,27,FALSE,20250
2021,Male,19,2020,BCSE,No,No,Offline,Yes,No,Basic,No,No,No,Single,No,Family,No,No,Good,2,3.347529813,0,3,85,Programming,2,Software,3.65,3.39,11,FALSE,25000
2021,Male,21,2019,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Bachelor,No,No,Average,3,5,2,3,80,"Programming, Networking, Digital",2,Networking,3.52,3.5,21,FALSE,25000
2022,Male,20,2020,BCSE,Yes,No,Offline,Yes,Yes,Basic,No,No,No,Single,No,Bachelor,No,No,Poor,2,3,1,2,95,Programming,4,Data Science,2.73,2.73,11,FALSE,21000
2021,Male,24,2020,BCSE,Yes,No,Offline,Yes,Yes,Basic,No,No,Yes,Single,No,Family,No,No,Excellent,3,3,4,1,90,Programming,2,Machine Learning / Deep Learning,3.79,3.88,23,TRUE,13000
2019,Female,23,2016,BCSE,Yes,No,Offline,Yes,Yes,Basic,No,No,No,Engaged,No,Bachelor,No,No,Poor,11,2.5,2,1,70,Nothing,0,Machine Learning / Deep Learning,3.96,3.91,116,FALSE,30000
2022,Female,21,2020,BCSE,No,Yes,Offline,Yes,No,Intermediate,No,No,No,Single,Yes,Family,Yes,No,Good,2,7,2,0.5,100,Programming,2,Software,3.4,3.4,12,FALSE,15000
2019,Female,22,2018,BCSE,No,Yes,Online,Yes,Yes,Intermediate,No,No,No,Single,No,Family,No,No,Good,11,2.5,4.5,1,90,"Programming, Software Development",2,Software,3.49,3.39,126,FALSE,20000
2022,Male,23,2020,BCSE,No,Yes,Online,Yes,Yes,Intermediate,No,No,No,Single,Yes,Family,No,No,Excellent,2,6,2,1,100,Programming,2,Software,3.85,3.85,12,FALSE,30000
2020,Male,21,2018,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,Yes,No,No,Single,Yes,Family,No,No,Poor,8,4,2,1,90,Web development skill(Frontend),2,Software,2.02,2.4,71,FALSE,35000
2021,Female,26,2014,BCSE,Yes,No,Offline,Yes,Yes,Basic,No,No,No,Married,No,Family,No,No,Poor,3,5.5,3.5,3,50,Programming,2,Software,3.89,3.38,23,FALSE,80000
2022,Male,22,2020,BCSE,Yes,Yes,Online,Yes,Yes,Intermediate,No,No,Yes,Single,No,Family,No,No,Good,2,2.5,1,1,90,Its on learning,3,Software,3.93,3.93,12,FALSE,55000
2021,Female,20,2020,BCSE,No,Yes,Offline,Yes,Yes,Basic,No,No,No,Single,No,Family,No,No,Poor,2,5,2,2,99,Programming,1,Machine Learning / Deep Learning,3.9,0,11,FALSE,20000
2022,Male,20,2020,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,Yes,No,Yes,Single,No,Bachelor,No,No,Good,2,3,3,3,95,Programming,1,Software,3.47,3.47,12,FALSE,30000
2022,Female,20,2019,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Family,No,No,Good,2,2.5,2,2,90,Graphics designing,1,Software,3.7,3.39,12,FALSE,30000
2022,Male,20,2020,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,No,Single,Yes,Family,Yes,No,Poor,2,4.5,2,2,100,Programming,2,Networking,3.45,0,11,FALSE,20000
